bets,wins,win_rate,stake,profit,roi,avg_odds,avg_ev,max_drawdown,test_season,model,strategy,ev_threshold
225,53,0.23555555555555555,225.0,48.00000000000001,0.21333333333333337,6.0338666666666665,0.6092406658663875,-19.619999999999997,2020/21,Team + Market + Elo/Rest + sigmoid,argmax,0.1
191,42,0.2198952879581152,191.0,38.92,0.2037696335078534,6.474816753926702,0.694676128910289,-25.549999999999997,2020/21,Team + Market + Elo/Rest + sigmoid,argmax,0.15
418,109,0.2607655502392344,418.0,58.43000000000001,0.13978468899521532,5.182296650717703,0.36415391131366,-16.0,2020/21,Team + Market + Elo/Rest + sigmoid,all_qualifying,0.0
383,96,0.2506527415143603,383.0,42.77,0.11167101827676242,5.304934725848564,0.3964576600205634,-19.449999999999996,2020/21,Team + Market + Elo/Rest + sigmoid,all_qualifying,0.02
333,78,0.23423423423423423,333.0,41.150000000000006,0.1235735735735736,5.61036036036036,0.45120447298935057,-20.88,2020/21,Team + Market + Elo/Rest + sigmoid,all_qualifying,0.05
256,56,0.21875,256.0,44.0,0.171875,6.172968750000001,0.5643278605934092,-24.619999999999997,2020/21,Team + Market + Elo/Rest + sigmoid,all_qualifying,0.1
210,44,0.20952380952380953,210.0,35.92,0.17104761904761906,6.587,0.6596209008472355,-30.549999999999997,2020/21,Team + Market + Elo/Rest + sigmoid,all_qualifying,0.15
346,93,0.26878612716763006,346.0,31.480000000000004,0.09098265895953758,5.078670520231214,0.39240549070298075,-39.699999999999996,2020/21,Team + Market + isotonic,argmax,0.0
333,88,0.26426426426426425,333.0,28.18,0.08462462462462463,5.151771771771772,0.4073245702955622,-38.699999999999996,2020/21,Team + Market + isotonic,argmax,0.02
287,77,0.2682926829268293,287.0,39.370000000000005,0.13717770034843207,5.449303135888502,0.4671842083810841,-33.56999999999999,2020/21,Team + Market + isotonic,argmax,0.05
231,52,0.22510822510822512,231.0,25.150000000000006,0.1088744588744589,5.962900432900432,0.562310769644067,-29.77,2020/21,Team + Market + isotonic,argmax,0.1
188,38,0.20212765957446807,188.0,24.100000000000005,0.12819148936170216,6.473085106382979,0.662602396911638,-27.7,2020/21,Team + Market + isotonic,argmax,0.15
408,113,0.2769607843137255,408.0,44.39,0.10879901960784313,4.941495098039216,0.3433642164535702,-25.75999999999999,2020/21,Team + Market + isotonic,all_qualifying,0.0
382,107,0.2801047120418848,382.0,50.69,0.13269633507853404,5.01609947643979,0.36610656672099645,-23.55,2020/21,Team + Market + isotonic,all_qualifying,0.02
314,87,0.2770700636942675,314.0,59.22,0.18859872611464967,5.406305732484077,0.43800579412193913,-20.46999999999999,2020/21,Team + Market + isotonic,all_qualifying,0.05
